seq,title,year,doi,doi_link,google_scholar,openalex_search,unpaywall_api
192,The Performance of Decision-Making Strategies in SME Internationalization: The Role of Host Market's Institutional Development,2024,10.1007/s11575-024-00534-8,https://doi.org/10.1007/s11575-024-00534-8,https://scholar.google.com/scholar?q=The%20Performance%20of%20Decision-Making%20Strategies%20in%20SME%20Internationalization%3A%20The%20Role%20of%20Host%20Market%27s%20Institutional%20Development,https://openalex.org/works?search=The%20Performance%20of%20Decision-Making%20Strategies%20in%20SME%20Internationalization%3A%20The%20Role%20of%20Host%20Market%27s%20Institutional%20Development,https://api.unpaywall.org/v2/10.1007%2Fs11575-024-00534-8
200,The role of internationalisation in moderating the impact of ESG disclosure on financial performance,2024,10.18559/ebr.2024.3.1217,https://doi.org/10.18559/ebr.2024.3.1217,https://scholar.google.com/scholar?q=The%20role%20of%20internationalisation%20in%20moderating%20the%20impact%20of%20ESG%20disclosure%20on%20financial%20performance,https://openalex.org/works?search=The%20role%20of%20internationalisation%20in%20moderating%20the%20impact%20of%20ESG%20disclosure%20on%20financial%20performance,https://api.unpaywall.org/v2/10.18559%2Febr.2024.3.1217
202,The Role of Digitalization in Cross-Border E-Commerce Performance of Italian SMEs,2024,10.3390/su16020508,https://doi.org/10.3390/su16020508,https://scholar.google.com/scholar?q=The%20Role%20of%20Digitalization%20in%20Cross-Border%20E-Commerce%20Performance%20of%20Italian%20SMEs,https://openalex.org/works?search=The%20Role%20of%20Digitalization%20in%20Cross-Border%20E-Commerce%20Performance%20of%20Italian%20SMEs,https://api.unpaywall.org/v2/10.3390%2Fsu16020508
206,Firm productivity and manufacturing exports in transition economies: An institutional and trade geography perspective,2024,10.1007/s10368-024-00629-5,https://doi.org/10.1007/s10368-024-00629-5,https://scholar.google.com/scholar?q=Firm%20productivity%20and%20manufacturing%20exports%20in%20transition%20economies%3A%20An%20institutional%20and%20trade%20geography%20perspective,https://openalex.org/works?search=Firm%20productivity%20and%20manufacturing%20exports%20in%20transition%20economies%3A%20An%20institutional%20and%20trade%20geography%20perspective,https://api.unpaywall.org/v2/10.1007%2Fs10368-024-00629-5
210,"Outward Foreign Direct Investment, Restructuring and Performance Upgrading: Firm-level Evidence from Portugal",2023,10.1177/0972150920916035,https://doi.org/10.1177/0972150920916035,https://scholar.google.com/scholar?q=Outward%20Foreign%20Direct%20Investment%2C%20Restructuring%20and%20Performance%20Upgrading%3A%20Firm-level%20Evidence%20from%20Portugal,https://openalex.org/works?search=Outward%20Foreign%20Direct%20Investment%2C%20Restructuring%20and%20Performance%20Upgrading%3A%20Firm-level%20Evidence%20from%20Portugal,https://api.unpaywall.org/v2/10.1177%2F0972150920916035
233,Network cooperation and economic performance of SMEs: Direct and mediating impacts of innovation and internationalisation,2022,10.1016/j.jbusres.2022.04.032,https://doi.org/10.1016/j.jbusres.2022.04.032,https://scholar.google.com/scholar?q=Network%20cooperation%20and%20economic%20performance%20of%20SMEs%3A%20Direct%20and%20mediating%20impacts%20of%20innovation%20and%20internationalisation,https://openalex.org/works?search=Network%20cooperation%20and%20economic%20performance%20of%20SMEs%3A%20Direct%20and%20mediating%20impacts%20of%20innovation%20and%20internationalisation,https://api.unpaywall.org/v2/10.1016%2Fj.jbusres.2022.04.032
256,Trade Shows and SME Internationalisation: Networking for Performance,2020,10.1007/s11575-020-00421-y,https://doi.org/10.1007/s11575-020-00421-y,https://scholar.google.com/scholar?q=Trade%20Shows%20and%20SME%20Internationalisation%3A%20Networking%20for%20Performance,https://openalex.org/works?search=Trade%20Shows%20and%20SME%20Internationalisation%3A%20Networking%20for%20Performance,https://api.unpaywall.org/v2/10.1007%2Fs11575-020-00421-y
275,"From domestic to exporter, what happens? Evidence for Spanish manufacturing firms",2019,10.1016/j.strueco.2019.01.005,https://doi.org/10.1016/j.strueco.2019.01.005,https://scholar.google.com/scholar?q=From%20domestic%20to%20exporter%2C%20what%20happens%3F%20Evidence%20for%20Spanish%20manufacturing%20firms,https://openalex.org/works?search=From%20domestic%20to%20exporter%2C%20what%20happens%3F%20Evidence%20for%20Spanish%20manufacturing%20firms,https://api.unpaywall.org/v2/10.1016%2Fj.strueco.2019.01.005
276,Inward FDI and Skilled Labour Force in Veneto Industrial Districts,2018,10.1007/978-3-319-90575-4_5,https://doi.org/10.1007/978-3-319-90575-4_5,https://scholar.google.com/scholar?q=Inward%20FDI%20and%20Skilled%20Labour%20Force%20in%20Veneto%20Industrial%20Districts,https://openalex.org/works?search=Inward%20FDI%20and%20Skilled%20Labour%20Force%20in%20Veneto%20Industrial%20Districts,https://api.unpaywall.org/v2/10.1007%2F978-3-319-90575-4_5
285,Internationalization as a driver of the corporate social performance of extractive industry firms,2018,10.1016/j.jwb.2017.07.004,https://doi.org/10.1016/j.jwb.2017.07.004,https://scholar.google.com/scholar?q=Internationalization%20as%20a%20driver%20of%20the%20corporate%20social%20performance%20of%20extractive%20industry%20firms,https://openalex.org/works?search=Internationalization%20as%20a%20driver%20of%20the%20corporate%20social%20performance%20of%20extractive%20industry%20firms,https://api.unpaywall.org/v2/10.1016%2Fj.jwb.2017.07.004
289,"Innovation, environmental commitment, internationalization and sustainability: A survival analysis of Spanish marine aquaculture firms",2018,10.1016/j.ocecoaman.2017.10.024,https://doi.org/10.1016/j.ocecoaman.2017.10.024,https://scholar.google.com/scholar?q=Innovation%2C%20environmental%20commitment%2C%20internationalization%20and%20sustainability%3A%20A%20survival%20analysis%20of%20Spanish%20marine%20aquaculture%20firms,https://openalex.org/works?search=Innovation%2C%20environmental%20commitment%2C%20internationalization%20and%20sustainability%3A%20A%20survival%20analysis%20of%20Spanish%20marine%20aquaculture%20firms,https://api.unpaywall.org/v2/10.1016%2Fj.ocecoaman.2017.10.024
300,"International intensity, diversity, and distance: Unpacking the internationalization-performance relationship",2016,10.1016/j.ibusrev.2015.12.003,https://doi.org/10.1016/j.ibusrev.2015.12.003,https://scholar.google.com/scholar?q=International%20intensity%2C%20diversity%2C%20and%20distance%3A%20Unpacking%20the%20internationalization-performance%20relationship,https://openalex.org/works?search=International%20intensity%2C%20diversity%2C%20and%20distance%3A%20Unpacking%20the%20internationalization-performance%20relationship,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2015.12.003
305,Exports-R&D investment complementarity and economic performance of firms located in Portugal,2016,10.1016/j.inveco.2016.03.004,https://doi.org/10.1016/j.inveco.2016.03.004,https://scholar.google.com/scholar?q=Exports-R%26D%20investment%20complementarity%20and%20economic%20performance%20of%20firms%20located%20in%20Portugal,https://openalex.org/works?search=Exports-R%26D%20investment%20complementarity%20and%20economic%20performance%20of%20firms%20located%20in%20Portugal,https://api.unpaywall.org/v2/10.1016%2Fj.inveco.2016.03.004
314,When over internationalized companies reduce their international footprint,2015,10.1016/j.ibusrev.2015.04.006,https://doi.org/10.1016/j.ibusrev.2015.04.006,https://scholar.google.com/scholar?q=When%20over%20internationalized%20companies%20reduce%20their%20international%20footprint,https://openalex.org/works?search=When%20over%20internationalized%20companies%20reduce%20their%20international%20footprint,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2015.04.006
316,"Internationalization and Performance Outcomes of Entrepreneurial Family SMEs: The Role of Outside CEOs, Technology Sourcing, and Innovation",2014,10.1002/tie.21597,https://doi.org/10.1002/tie.21597,https://scholar.google.com/scholar?q=Internationalization%20and%20Performance%20Outcomes%20of%20Entrepreneurial%20Family%20SMEs%3A%20The%20Role%20of%20Outside%20CEOs%2C%20Technology%20Sourcing%2C%20and%20Innovation,https://openalex.org/works?search=Internationalization%20and%20Performance%20Outcomes%20of%20Entrepreneurial%20Family%20SMEs%3A%20The%20Role%20of%20Outside%20CEOs%2C%20Technology%20Sourcing%2C%20and%20Innovation,https://api.unpaywall.org/v2/10.1002%2Ftie.21597
319,How do managers decide on internationalization processes? The role of organizational slack and performance feedback,2014,10.1016/j.jwb.2013.08.001,https://doi.org/10.1016/j.jwb.2013.08.001,https://scholar.google.com/scholar?q=How%20do%20managers%20decide%20on%20internationalization%20processes%3F%20The%20role%20of%20organizational%20slack%20and%20performance%20feedback,https://openalex.org/works?search=How%20do%20managers%20decide%20on%20internationalization%20processes%3F%20The%20role%20of%20organizational%20slack%20and%20performance%20feedback,https://api.unpaywall.org/v2/10.1016%2Fj.jwb.2013.08.001
322,"Facing global economic crisis: Foreign sales, ownership groups, and corporate value",2014,10.1016/j.jwb.2013.02.002,https://doi.org/10.1016/j.jwb.2013.02.002,https://scholar.google.com/scholar?q=Facing%20global%20economic%20crisis%3A%20Foreign%20sales%2C%20ownership%20groups%2C%20and%20corporate%20value,https://openalex.org/works?search=Facing%20global%20economic%20crisis%3A%20Foreign%20sales%2C%20ownership%20groups%2C%20and%20corporate%20value,https://api.unpaywall.org/v2/10.1016%2Fj.jwb.2013.02.002
324,Internationalization and firm performance of SMEs: The moderating effects of CEO attributes,2013,10.1016/j.jwb.2012.06.001,https://doi.org/10.1016/j.jwb.2012.06.001,https://scholar.google.com/scholar?q=Internationalization%20and%20firm%20performance%20of%20SMEs%3A%20The%20moderating%20effects%20of%20CEO%20attributes,https://openalex.org/works?search=Internationalization%20and%20firm%20performance%20of%20SMEs%3A%20The%20moderating%20effects%20of%20CEO%20attributes,https://api.unpaywall.org/v2/10.1016%2Fj.jwb.2012.06.001
337,"National Export-Promotion Programs as Drivers of Organizational Resources and Capabilities: Effects on Strategy, Competitive Advantage, and Performance",2011,10.1108/sd.2011.05627jaa.003,https://doi.org/10.1108/sd.2011.05627jaa.003,https://scholar.google.com/scholar?q=National%20Export-Promotion%20Programs%20as%20Drivers%20of%20Organizational%20Resources%20and%20Capabilities%3A%20Effects%20on%20Strategy%2C%20Competitive%20Advantage%2C%20and%20Performance,https://openalex.org/works?search=National%20Export-Promotion%20Programs%20as%20Drivers%20of%20Organizational%20Resources%20and%20Capabilities%3A%20Effects%20on%20Strategy%2C%20Competitive%20Advantage%2C%20and%20Performance,https://api.unpaywall.org/v2/10.1108%2Fsd.2011.05627jaa.003
339,"Size, innovation and internationalization: a survival analysis of Italian firms",2011,10.1080/00036840802600566,https://doi.org/10.1080/00036840802600566,https://scholar.google.com/scholar?q=Size%2C%20innovation%20and%20internationalization%3A%20a%20survival%20analysis%20of%20Italian%20firms,https://openalex.org/works?search=Size%2C%20innovation%20and%20internationalization%3A%20a%20survival%20analysis%20of%20Italian%20firms,https://api.unpaywall.org/v2/10.1080%2F00036840802600566
463,Finding the sweet spot: effects of exporting on the relationship between R&D investment and NPD performance,2025,10.1108/imr-02-2024-0039,https://doi.org/10.1108/imr-02-2024-0039,https://scholar.google.com/scholar?q=Finding%20the%20sweet%20spot%3A%20effects%20of%20exporting%20on%20the%20relationship%20between%20R%26D%20investment%20and%20NPD%20performance,https://openalex.org/works?search=Finding%20the%20sweet%20spot%3A%20effects%20of%20exporting%20on%20the%20relationship%20between%20R%26D%20investment%20and%20NPD%20performance,https://api.unpaywall.org/v2/10.1108%2Fimr-02-2024-0039
471,No place like home: The effect of exporting to the country of origin on the financial performance of immigrant-owned SMEs,2021,10.1057/s41267-020-00360-8,https://doi.org/10.1057/s41267-020-00360-8,https://scholar.google.com/scholar?q=No%20place%20like%20home%3A%20The%20effect%20of%20exporting%20to%20the%20country%20of%20origin%20on%20the%20financial%20performance%20of%20immigrant-owned%20SMEs,https://openalex.org/works?search=No%20place%20like%20home%3A%20The%20effect%20of%20exporting%20to%20the%20country%20of%20origin%20on%20the%20financial%20performance%20of%20immigrant-owned%20SMEs,https://api.unpaywall.org/v2/10.1057%2Fs41267-020-00360-8
477,Do Export Learning Processes Affect Sales Growth in Exporting Activities?,2019,10.1177/1069031x19848425,https://doi.org/10.1177/1069031x19848425,https://scholar.google.com/scholar?q=Do%20Export%20Learning%20Processes%20Affect%20Sales%20Growth%20in%20Exporting%20Activities%3F,https://openalex.org/works?search=Do%20Export%20Learning%20Processes%20Affect%20Sales%20Growth%20in%20Exporting%20Activities%3F,https://api.unpaywall.org/v2/10.1177%2F1069031x19848425
492,Influence of MNC Network Configuration Patterns on the Volatility of Firm Performance,2009,10.1007/s11575-009-0015-6,https://doi.org/10.1007/s11575-009-0015-6,https://scholar.google.com/scholar?q=Influence%20of%20MNC%20Network%20Configuration%20Patterns%20on%20the%20Volatility%20of%20Firm%20Performance,https://openalex.org/works?search=Influence%20of%20MNC%20Network%20Configuration%20Patterns%20on%20the%20Volatility%20of%20Firm%20Performance,https://api.unpaywall.org/v2/10.1007%2Fs11575-009-0015-6
531,Internationalisation of upper echelons in different institutional contexts: top managers in Germany and the UK,2015,10.1504/ejim.2015.070232,https://doi.org/10.1504/ejim.2015.070232,https://scholar.google.com/scholar?q=Internationalisation%20of%20upper%20echelons%20in%20different%20institutional%20contexts%3A%20top%20managers%20in%20Germany%20and%20the%20UK,https://openalex.org/works?search=Internationalisation%20of%20upper%20echelons%20in%20different%20institutional%20contexts%3A%20top%20managers%20in%20Germany%20and%20the%20UK,https://api.unpaywall.org/v2/10.1504%2Fejim.2015.070232
250,The post-acquisition performance of cross-border mergers and acquisitions conducted by Chinese firms in the high-tech industries: Profitable or innovative?,2021,10.1002/tie.22192,https://doi.org/10.1002/tie.22192,https://scholar.google.com/scholar?q=The%20post-acquisition%20performance%20of%20cross-border%20mergers%20and%20acquisitions%20conducted%20by%20Chinese%20firms%20in%20the%20high-tech%20industries%3A%20Profitable%20or%20innovative%3F,https://openalex.org/works?search=The%20post-acquisition%20performance%20of%20cross-border%20mergers%20and%20acquisitions%20conducted%20by%20Chinese%20firms%20in%20the%20high-tech%20industries%3A%20Profitable%20or%20innovative%3F,https://api.unpaywall.org/v2/10.1002%2Ftie.22192
